0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
29674.059,19692.99,0.05370439,0.6480134,0.00010166141,0.00017909147,0.0007113385,-0.0015184864,-5.3364706e-06,-0.0006587688,-0.0016863102,0.0017359136,-0.00035209567,0.00024308503,0.00024400387,0.0005844624,0.0019750283,0.001016409,-0.0015555528,-0.00017086603,0.001460203,0.0005871536,-0.00087086833,0.00093756185,-0.001514062,0.0011682383,-0.00091455743,-0.000112322916,0.0013249777,0.0003207949,0.0025100082,0.0006470175,0.0012886232,0.0013838038,-0.00044201076,0.0011763955,-0.0014250086,-4.5025903e-05,0.0008184885,0.00047210034
20272.922,12969.313,0.018106129,0.074025005,0.0006628156,0.0009357986,0.019433971,0.00071702,-0.0010424849,0.0012779268,-9.304924e-05,0.00039733044,0.0005791064,-0.0019278614,4.5009714e-05,0.0010512238,0.0008691312,0.00031764232,-0.0012803563,0.00096675137,0.0010737559,8.74431e-05,0.0012247422,6.103469e-05,-0.00016584602,-0.002442734,0.001090596,0.0004721142,-0.0015784793,-0.0017581396,-0.00084906525,0.0009343622,-0.00021327016,-0.0007327533,-0.0009993281,-0.000804347,-0.001932725,-0.0011983871,-0.0010705742,0.0008408605
32487.58,27349.457,0.032834616,0.37480503,0.0014796461,0.001748824,0.0018290303,0.0021936088,-0.0005175336,-0.0005989244,0.00076035253,-0.0005534849,-0.00026982918,0.0006640239,-0.00011425145,-0.001173334,0.0010460336,0.0010976596,0.0004375071,-0.00016111798,-0.0003933482,-0.0006902626,0.0032739118,0.00096042786,-0.0001072039,0.00020579895,0.00019118571,0.00058484764,0.0005521721,0.002290332,-0.0008426808,0.00014442629,-0.0017390214,-0.0012398688,0.001315461,-0.00029000238,0.00022542808,9.95353e-05,0.001220057,-0.00047707494
54930.16,47704.69,0.07558916,0.8041577,0.0016774492,-0.0010078035,0.015472183,0.0028094673,0.00024002274,0.00030555433,0.0010073042,0.0006905841,0.0021704936,0.0011258955,0.0010814383,0.0008710627,0.0010988438,0.001531856,0.0007646468,0.00048280528,-0.00035419373,-0.00083048653,-0.0006719724,0.0027483767,0.00095713703,0.00053107063,-0.00010265157,3.991799e-06,0.00093619095,-0.0014878885,0.00016264639,0.00010637573,0.00090686284,-0.0013345258,0.001497044,0.00026527574,0.00026658672,-0.00037979207,0.0031069,0.0003979776
19139.473,11713.407,0.16266683,0.43388075,-0.00018051766,-0.0004013563,-0.00028677937,0.00020103525,-0.001809959,0.000965015,-0.00041085918,0.00013643797,0.00038710696,-0.00047515606,0.0013502765,-0.0020309386,0.0009085473,0.0011880922,-0.0016994043,-0.00021829884,-0.0007094246,0.000219662,0.00065363565,0.0012402831,0.0016066257,0.0014603693,-0.00017489998,-0.0011466832,0.00060146913,0.00063588325,-0.0010231907,0.0017401823,0.0022000433,-0.0001728292,-0.0007107868,-0.00063696917,0.00037939893,0.0008076026,0.0013397459,-0.0003262841
19139.658,18292.932,0.118958905,0.9969523,0.0019963882,0.000722546,0.0033779363,0.0006075354,-0.0009443688,0.00032324577,0.0016291941,0.00068322907,-0.0010188868,-4.1163832e-05,0.00041007923,-0.0007479734,-0.0013580597,-0.00031579033,-0.0006960339,0.00022716862,-0.0014944761,0.0005681977,-0.00050579105,0.0009992392,-0.00026033155,0.00010807287,2.485192e-05,-0.0005107733,0.0024722936,-0.00039396647,0.0011371404,-0.0009943037,0.00045256614,0.0005106632,4.768094e-05,0.00012550468,0.00049127056,-0.00025205995,0.002438798,6.713957e-06
56813.41,35210.06,0.10653055,0.55909693,0.00015064437,4.4118948e-05,0.017761707,0.0028596339,0.00019541029,-0.0010626328,0.001590707,0.0006624598,4.1632447e-06,-0.00030975766,0.00041914248,-0.00010925671,0.003740977,0.00043650775,0.0006294516,0.0007730363,-0.00019587183,0.0017899051,0.00012307748,0.0016858155,-0.00011525552,0.0013485003,0.0009115822,0.0024385531,-0.000350773,0.00020903417,-0.0009367853,-0.0005153465,0.001283657,0.0011731617,0.002970249,0.00020540226,-0.00079401885,0.00075961184,-0.0010740622,0.00063071074
34907.633,28124.822,0.066853926,0.32105142,0.001122449,0.0008797735,-0.000990852,-0.0006741678,-0.0015618069,0.002001737,-0.00010528246,0.0019754278,-0.0015470134,-0.0005726732,0.0008313291,0.00019418898,0.0010854633,0.00086145464,0.0015276407,0.0007811484,0.0004664535,-0.00016731024,0.0005254829,0.0006857265,-0.0015485577,1.0302185e-05,-7.256145e-05,0.0010625639,-0.0020266683,0.00036412975,-0.00064764556,0.0011468818,0.0004939291,-6.0651342e-05,0.0009908921,-0.0012414119,0.0011388649,-0.0006596042,-0.0014840198,0.00036287535
16619.223,14449.469,0.18677396,0.221345,0.00082888344,-0.0013913208,0.0021453456,0.00052510924,0.00084707903,0.0012225009,0.0014817005,0.00018625749,0.000634616,0.0025216613,-0.00023894433,0.0009528608,0.00034408265,-0.00025582718,0.0018968796,-0.00043496687,0.00069114263,-0.00097134936,-0.00018981357,0.00053147116,-0.0005803428,0.00017500955,0.00019230026,0.0005242819,-0.00010606331,0.001086033,-0.0021008486,0.0034037463,-0.000870932,0.0005703091,1.99317e-05,0.0025807405,0.0002835394,0.0003109069,0.0021560695,0.00012737466
30501.648,28396.066,0.08540197,0.35252392,0.0009639822,0.00030770135,-0.0004214654,6.968306e-05,0.00019756598,0.00044922842,-0.00078491354,0.0009354107,-0.0010888285,0.0022057723,-0.00015316112,0.00039258317,0.0013680041,0.00028117927,0.0005032693,0.0015368356,0.00086927577,0.00036400973,-0.0015756865,-0.00090598006,0.0011312288,0.0011282389,0.0008775542,0.0015000859,0.0021578849,-0.0002364241,0.0002509431,-0.0010286698,-0.0012755637,-0.0016426971,0.0009707417,0.0016034221,-0.0015248707,-0.00019625924,-0.0012888504,-0.0004874068
16679.729,14533.931,0.02763729,0.37406725,-0.0021116456,-0.00047433205,0.0009019348,0.004115358,-0.00045424426,-1.9935394e-05,-0.000116790645,-0.0015246121,0.0024343627,-0.0018198909,0.0026085265,0.0011285266,0.00068547914,0.0006854748,0.0004609608,0.0006946445,0.0008426892,0.00059483346,-7.967963e-06,-0.0005371355,-0.0004235233,-0.00078115787,0.0010863959,-0.0006161978,-0.0015093163,0.0003992235,0.0024650584,0.00086931966,0.0007286016,-0.0010503717,0.0011861097,0.00043534944,-0.0009371763,0.00057106157,0.003434788,0.0005798039
16656.605,15068.508,0.12864006,0.06863853,-0.00043821195,0.000170777,0.0012495416,0.0018459846,0.0012061534,0.00038397155,-0.00025060377,0.0009164082,0.00057471497,-0.0009016745,0.0011619021,-0.00012743426,0.0008055197,0.0007513778,0.0018796357,-0.00066129654,0.00089353556,-0.0003648599,0.001819638,-0.00050749443,0.00024306324,-0.00054958486,0.0022245822,-0.0010869404,0.00060025277,-0.00035061542,-0.00015250716,0.00068173354,0.0015141484,0.0020553363,-0.001514716,0.0005398426,0.0028783283,-0.0014595228,0.00036736118,9.581132e-05
25467.982,18565.932,0.030193675,0.3676611,0.0010271004,0.0013290753,0.0008752672,0.004114226,-0.0016230459,0.00056334544,-0.0010560121,0.0001357579,0.00045052078,0.00049159414,-0.00038855048,3.8185626e-05,0.00038223906,0.0012632903,0.0014274605,0.0005356624,0.000466553,0.002208804,-0.0011376652,-0.0010755841,0.0015855036,0.0020185686,6.6199456e-05,0.0024714337,0.00032726908,-0.0005671773,-0.00021195953,0.0011519527,-0.00024012954,0.0018776754,0.0016086024,-0.00030638848,0.0013290888,-0.0011828752,-0.00052935706,-0.0011397415
6988.574,6357.0425,0.07566758,0.46546558,-0.00060234504,0.00022544927,-9.591677e-05,0.00036219292,0.000503736,0.00058239594,-0.00073514273,-0.000842962,-0.00068127207,0.00033271714,0.00011479779,0.001358823,0.00027650088,-0.0015535805,0.0023264978,-6.333587e-05,0.0010950603,3.97431e-05,0.00050281826,0.0010541677,-0.000363459,0.0004898875,-0.00036769005,0.0012507292,0.0005961213,0.0009336433,-0.0001574528,-0.00023299144,-0.0011725264,-0.00010033735,-0.0007898769,0.0032151416,0.0008456632,0.00017680442,-0.00011909682,0.0005317541
