0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.020389516,0.14450006,0.021589637,0.79657936,0.5119836,1001.0278,1057.9772,0.04014411,0.053281337,0.010430705,0.031074677,0.11479739,0.013613564,0.83721876,-0.00081799534
-0.015375008,0.10606097,0.034328993,0.81334054,0.52135605,726.7065,765.21313,0.0050635617,0.050882556,0.007831313,0.013376701,0.06986639,0.002537387,1.4761796,0.0029843901
0.0148084005,0.13996443,0.04375577,0.7468985,0.35132483,1860.2285,813.59406,0.025516085,0.039809693,0.0064287623,0.03226538,0.04941975,0.033124104,1.0111079,0.0007134908
-0.0060791485,0.16028672,0.046034258,0.6715729,0.31181625,1120.2397,197.39937,0.03144916,0.02558569,0.006131719,0.0311531,0.027563922,0.034105483,1.295566,0.0012225289
0.010346882,0.12037349,0.043144833,0.81448466,0.40235835,825.6389,943.17285,0.00077347184,0.104575224,0.018973565,0.062124178,0.07678635,0.023374552,0.6264334,0.0013661034
0.017887877,0.12033936,0.018121913,0.6693222,0.16647254,1017.607,1327.1802,0.014391604,0.05219917,0.011499135,0.0056368024,0.019643148,0.026585776,0.45710522,0.004192524
2.9190466,7.1410565,6.210376,5.3495703,8.26764,1511.5505,1303.0614,6.415145,4.6127267,4.657351,0.23403208,5.4360995,4.9788303,3.5564277,4.9383283
0.023194727,0.15978889,0.032674216,0.6978055,0.3215086,732.6151,532.09985,0.026110921,0.0404602,0.008194555,0.052501634,0.06915262,0.024942428,1.0608131,0.0006194575
0.00089238246,0.098383196,0.010581943,0.82382154,0.47728258,848.389,1870.3546,0.015497636,0.03448436,0.012748508,0.055464976,0.041627,0.018538037,1.9056282,0.0008577714
0.03931578,0.15949345,0.039053317,0.89254403,0.47505707,943.5352,1302.987,0.0040337364,0.034928214,0.0054801055,0.038634673,0.049386907,0.025950119,0.77074313,0.0006550702
0.0016214654,0.13699724,0.04160623,0.81466043,0.49022168,333.86185,517.43256,0.02391684,0.028485581,0.012840936,0.0075074,0.004000224,0.0037487973,0.05444707,3.627877e-05
0.039326116,0.12414885,0.016372725,0.8875388,0.5001781,954.8973,1214.9036,0.008658958,0.047792245,0.019592125,0.027304854,0.05541498,0.007850357,0.6270432,0.00096442003
0.01433565,0.076442115,0.03187612,0.82721835,0.62550145,1587.6927,900.8532,0.011784897,0.054790054,0.015400161,0.018692106,0.053471696,0.031282663,1.0999017,0.0011519048
0.02015485,0.1204734,0.021880252,0.7888289,0.18123345,1238.915,725.77155,0.007603857,0.047774278,0.006970227,0.034172684,0.0692752,0.014491075,1.1166397,-0.00022181873
0.029461442,0.110664606,0.036046214,0.6923834,0.7162371,800.9764,990.82837,0.016931208,0.03390623,0.0139805125,0.016523913,0.022249658,0.031346325,0.94171816,0.0026240342
0.0028671678,0.15633315,0.033416033,0.74764967,0.68969035,985.7917,654.6239,0.007476799,0.0321702,0.013253261,0.03172652,0.06704639,0.013002798,1.2008792,0.0020181395
-0.0057658926,0.10041063,0.014965857,0.87395567,0.38799906,440.7214,969.2794,0.015442077,0.054501947,0.010933121,0.01983863,0.049513657,0.029415704,1.3640496,0.0018912794
