0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.020671397,0.14772366,0.021980718,0.8051996,0.5206595,1016.3481,1083.0743,0.04130732,0.05409979,0.010704295,0.03141983,0.11718087,0.013768908,0.8612308,-0.0008387127
-0.015587565,0.10842704,0.03495084,0.8221422,0.5301908,737.8284,783.36536,0.0052102827,0.05166416,0.008036722,0.013525278,0.07131699,0.0025663408,1.5185175,0.0030599756
0.015013124,0.14308684,0.044548377,0.7549811,0.3572783,1888.6985,832.894,0.026255436,0.040421207,0.006597384,0.032623757,0.050445825,0.033502083,1.0401071,0.0007315614
-0.0061631915,0.1638625,0.046868138,0.6788404,0.3171002,1137.3845,202.08205,0.032360427,0.02597871,0.0062925494,0.031499125,0.028136216,0.03449466,1.3327237,0.0012534918
0.010489926,0.12305885,0.043926373,0.8232987,0.40917662,838.27496,965.54663,0.0007958838,0.1061816,0.019471228,0.062814206,0.07838062,0.023641277,0.6443999,0.0014007026
0.018135173,0.12302396,0.01845018,0.6765653,0.16929354,1033.181,1358.6633,0.014808613,0.053000998,0.011800748,0.0056994115,0.020050988,0.026889145,0.47021532,0.004298708
0.03607457,0.10292058,0.0316709,1.0748003,0.61465144,1527.44,1324.2762,-0.0021508941,0.02434594,0.015217152,0.07124016,0.060686428,0.018324576,1.9355788,0.0015865165
0.02351539,0.16335356,0.033266086,0.7053569,0.32695678,743.82745,544.7222,0.026867507,0.041081708,0.008409492,0.05308478,0.0705884,0.025227046,1.0912379,0.0006351465
0.0009047195,0.10057799,0.010773628,0.8327366,0.4853705,861.3732,1914.7228,0.015946694,0.035014074,0.013082892,0.056081038,0.04249128,0.018749574,1.9602829,0.0008794961
0.039859314,0.16305152,0.039760742,0.9022028,0.48310724,957.9756,1333.8962,0.0041506174,0.035464745,0.0056238445,0.039063796,0.0504123,0.026246235,0.7928486,0.0006716611
0.0016438819,0.14005345,0.042359896,0.8234763,0.49852884,338.97147,529.707,0.02460985,0.028923146,0.013177744,0.0075907866,0.0040832786,0.0037915746,0.056008648,3.71976e-05
0.039869793,0.12691844,0.016669307,0.89714336,0.508654,969.51154,1243.7233,0.008909858,0.04852638,0.020106012,0.027608136,0.05656553,0.0079399375,0.6450272,0.0009888458
0.014533838,0.07814743,0.032453537,0.83617014,0.636101,1611.9917,922.2231,0.012126375,0.055631682,0.015804095,0.018899724,0.0545819,0.031639628,1.1314476,0.0011810791
0.020433487,0.12316099,0.022276599,0.7973653,0.18430458,1257.8761,742.98816,0.007824185,0.048508137,0.007153051,0.034552246,0.07071352,0.014656432,1.1486657,-0.00022743673
0.02986874,0.11313338,0.03669917,0.69987607,0.7283743,813.235,1014.33264,0.017421804,0.03442706,0.014347211,0.016707446,0.022711614,0.031704016,0.9687273,0.002690493
0.0029068058,0.15982072,0.03402134,0.7557404,0.70137763,1000.8788,670.1528,0.007693446,0.032664362,0.013600885,0.032078914,0.06843843,0.013151173,1.2353213,0.0020692528
-0.005845605,0.10265065,0.015236954,0.88341326,0.394574,447.46646,992.27246,0.015889524,0.05533915,0.011219888,0.02005898,0.05054168,0.029751366,1.4031714,0.0019391797
0.0054223873,0.13088794,0.020628303,0.7671069,0.8194504,1177.7312,1078.8705,0.040099893,0.05013925,0.014581483,0.018774658,0.011827909,0.02689567,0.82589203,0.0025552593
-0.0070461077,0.13746595,0.05587745,0.85029054,0.50852627,1043.5935,710.7301,0.027202299,0.049980298,0.007831891,0.044043116,0.09525004,0.030767297,0.73186505,0.0013138993
-0.025310189,0.156621,0.045845743,0.71030635,0.69118476,231.23389,1274.2434,0.015263038,0.045220293,0.008444165,0.016637273,0.093345515,0.020827789,0.6719918,0.0015222032
0.02652311,0.15756637,0.036352586,0.91664636,0.42640263,171.28476,1354.8712,0.020614076,0.048581082,0.00076706527,0.05508153,0.050418872,0.0074112373,0.8566172,0.0026079528
0.035276957,0.14154577,0.03894407,0.90320516,0.37147018,817.6331,746.15375,0.037284855,0.0660611,0.002063408,0.048122928,0.05532716,0.015506602,1.4324796,0.00012159847
0.02150598,0.06709681,0.025587039,0.76043904,0.25437826,1433.0663,1117.6635,0.012189593,0.051692218,0.0024446498,0.020528099,0.05175031,0.016361997,0.9933728,0.00079960574
-0.00086817937,0.12368128,0.024269143,0.6091385,0.3848217,1609.4047,1090.4509,0.024651278,0.0077820276,0.0053062597,0.026979536,0.047339413,0.0026614529,1.2325671,-0.0003623306
0.00032139316,0.13605183,0.023284325,0.84668684,0.64829135,1289.0247,1118.0037,0.037053835,0.0028380002,0.00817817,-0.0024619033,0.05146652,0.005732199,1.0002548,0.00028676813
0.03689973,0.14241809,0.026309388,0.797245,0.55902016,1072.23,792.2295,0.0028090682,0.069149286,0.011259456,0.029176299,0.07033139,0.024225112,1.6398243,0.001799266
0.039448734,0.14598233,0.035708163,1.011014,0.33282635,306.2448,1014.669,0.029540788,0.04817642,0.020618757,0.009480982,0.05891773,0.014569982,0.047086567,0.00020171018
0.011188922,0.12437074,0.025936468,0.60806024,0.65891486,1248.1251,746.2243,0.01272291,0.06794315,0.006735387,0.0654732,0.0433187,0.035942264,1.951741,0.001528916
0.043162163,0.09063218,0.0296994,0.73293036,0.6620342,930.5268,590.11414,0.03343148,0.04058068,0.008718767,0.049512707,0.052288074,0.014711869,0.7583676,-0.00021873332
0.0027170454,0.15256968,0.0139000015,0.8729507,0.47022188,533.4171,1283.9137,-0.0033660054,0.03252246,0.01306899,0.03364216,0.053708803,0.0131474435,1.1604341,0.00211136
0.0096467035,0.11852524,0.028801536,0.79082465,0.6142957,934.32446,501.65027,0.02091884,0.067944124,0.006593709,0.034617316,0.058495764,0.02150899,1.1997194,2.0842333e-05
-0.0066216025,0.10391082,0.038316146,0.60046667,0.6050469,-274.16418,623.6729,0.025532464,-0.015330909,0.0094240755,0.0063229077,0.05704412,0.0268984,0.97968346,0.0038920522
-0.021399781,0.112566955,0.03305747,0.7810722,0.5686687,774.3095,1190.9523,0.018178526,0.0629857,0.008925225,0.055546086,0.06637951,0.009652655,1.1892272,-0.00063033815
0.0019897246,0.12309872,0.026768694,0.9326469,0.3902527,1078.6074,1247.9419,0.018002577,0.023419434,0.015006173,0.02447431,0.031057613,0.019744376,1.5677441,-0.0014606582
-0.002207969,0.1536627,0.04263332,0.7849139,0.45363778,110.83868,873.131,0.024193449,0.023742389,0.009832422,0.008622908,0.045312423,0.02056891,0.83523947,-0.00012735126
0.00879681,0.11324987,0.015243804,0.8832698,0.5058464,1279.465,1054.2407,0.024500329,0.03240292,0.014873084,0.011385719,0.08673117,0.025023483,0.9757371,-0.00019858802
0.033500504,0.12062419,0.018465681,0.9313372,0.64743954,1465.888,726.60284,0.01826449,0.04600577,0.004695026,0.024849704,0.051457517,0.008733663,1.4020728,0.0024598606
0.009990269,0.14678775,0.008254862,0.82372874,0.53997487,955.7029,1569.6129,0.027045926,0.03674831,0.0071788146,0.02068934,0.038861897,0.026528697,1.337665,0.0011323234
0.024222145,0.14032228,0.030580599,0.8690907,0.43598795,432.25076,790.14655,0.042288397,0.057145003,0.008947314,-0.00021526728,0.07373407,0.0067855697,0.5426921,0.0014170035
