assets,liabilities,buffer,weights,original_stress,additional_stress,original_losses,additional_losses,original_defaults,additional_defaults,ext_1,ext_2,ext_3,ext_4,ext_5,ext_6,ext_7,ext_8,ext_9,ext_10,ext_11,ext_12,ext_13,ext_14,ext_15,ext_16,ext_17,ext_18,ext_19,ext_20,ext_21,ext_22,ext_23,ext_24,ext_25,ext_26,ext_27,ext_28,ext_29,ext_30
29674.059,19692.992,0.051623072,0.648318,6.340602e-06,5.4678758e-08,0.000103771636,6.936237e-07,0.0,0.0,3.2470234e-06,0.0007487914,7.7317736e-08,5.646019e-07,6.4158456e-05,0.0009193147,8.6547736e-10,0.0010636736,2.399544e-06,0.00022951534,0.00096046535,5.4558528e-05,0.00021691257,8.079361e-06,0.00024880492,2.4103121e-05,0.00040479045,0.0001139223,0.00026040914,0.00020118924,0.0016933096,2.835549e-05,2.3545854e-06,0.00032159392,1.1733552e-05,0.0005434538,0.00010154331,1.2879007e-05,3.7054035e-09,0.00033825266
20272.922,12969.313,0.016977059,0.07410542,0.0011282658,4.9281243e-05,0.02083913,0.0002159867,0.0,0.0,0.00016797801,0.0002623457,0.000166536,1.823167e-06,0.0006955945,7.677987e-06,1.3661255e-06,3.4610104e-05,6.910731e-05,0.00038124793,0.00036035632,4.0425886e-05,1.571257e-06,0.0007444665,0.00034401153,4.1877385e-05,0.00017076847,0.00015825221,0.00010334103,4.5935693e-07,2.356539e-05,0.0001407042,8.709033e-05,7.203358e-05,6.787881e-06,0.00024656494,9.533574e-07,9.008668e-06,3.904217e-09,0.00015823725
32487.58,27349.457,0.030524893,0.37546894,0.0003125431,0.00012771548,0.0033989907,0.002119646,0.0,0.0,0.00020497572,6.938564e-05,0.00022613983,0.0008321388,0.0002591478,2.3624754e-07,0.00025012708,4.9128652e-05,9.388849e-05,0.00021543469,0.00031186253,1.335751e-05,0.00091653556,2.2589564e-05,0.00073290616,4.110111e-05,0.00055372075,1.0472785e-06,8.673024e-06,0.0012067223,7.875688e-06,3.969099e-05,9.525614e-06,1.7471515e-05,0.0004313601,0.0006606814,0.0010663369,0.00010781337,0.00052529597,0.0005837519
54930.164,47704.69,0.07438353,0.80381453,0.00035357437,0.00012401272,0.017111579,0.0023469187,0.0,0.0,7.4307594e-05,0.0002688991,0.0017648761,0.00041088855,0.00057902164,1.361677e-05,9.03229e-05,1.6716521e-07,0.0014138381,2.2431673e-06,1.612962e-05,3.0724452e-06,1.756794e-05,0.0022534211,0.0005388845,0.00013065858,0.00012306208,5.770476e-07,0.000118438256,1.5044982e-06,0.0001380043,1.6419579e-05,0.00015355855,1.5722673e-05,1.910304e-06,5.1645315e-05,6.181757e-09,2.1587677e-05,0.0025688775,0.00035002353
19139.47,11713.408,0.16249128,0.43347225,5.8547307e-06,3.3095528e-06,7.617791e-05,2.6395985e-05,0.0,0.0,6.927267e-05,8.635286e-06,2.00047e-05,5.064933e-05,0.0014813149,4.3014666e-06,0.0001764237,0.000108023116,1.5892015e-06,0.00018819404,0.0005204448,0.00039740233,4.9993487e-06,0.0002529742,0.00048477255,0.00014982549,4.75128e-05,2.7545272e-07,0.0007160594,2.6157497e-06,0.00020406907,8.00453e-05,0.0013021546,3.373797e-05,8.516753e-08,3.2151926e-05,0.00030519272,0.0010370052,0.00038924316,1.6691733e-05
19139.658,18292.932,0.11868924,0.99718237,0.0012886728,5.9574137e-09,0.0029180073,2.1080705e-08,0.0,0.0,0.00037999242,0.00019182451,1.1830749e-05,8.602679e-06,3.5101297e-05,9.426137e-06,2.1148468e-07,3.0754634e-07,4.479853e-05,0.00024145766,9.692851e-05,3.4966538e-06,0.00012881395,3.4869179e-06,1.6567301e-05,0.00013346192,0.0001978868,0.0001773864,1.4106648e-08,0.000101899706,0.00011361887,9.932516e-05,8.043474e-05,3.1791053e-05,7.185792e-05,0.0006965094,0.0007545925,0.00015122957,3.6771864e-05,2.9317047e-05
56813.41,35210.06,0.10740687,0.55905926,0.0004198305,0.0001302574,0.017940719,0.003591511,0.0,0.0,0.00060182426,3.914999e-05,0.0004976261,0.0001352257,0.00014363191,0.0006892886,0.0019289969,7.858204e-05,0.00023618845,9.159125e-05,0.00038359142,0.00070089503,8.544117e-06,0.00073567004,8.26976e-05,3.1222047e-05,0.0005102386,0.0002560461,1.8748604e-05,4.4847816e-06,9.479086e-05,1.395171e-05,0.00066497043,4.3837277e-05,5.2387377e-06,0.00030203117,0.00013919453,6.2861013e-06,5.376507e-05,6.643334e-05
34907.633,28124.822,0.06576288,0.32116216,0.00018956988,6.6149537e-06,0.0008734796,0.00022743295,0.0,0.0,1.09465915e-07,0.0001945986,8.5938875e-05,9.5219576e-08,3.083085e-05,1.4914379e-05,0.00055260345,0.002115263,0.0001508372,4.132302e-06,6.482799e-05,0.00051830005,0.00020168273,0.0009772165,0.00010193356,6.0725037e-05,8.416895e-05,1.6239713e-07,0.00020775794,0.00012892993,0.0005079225,0.0008276585,0.00011964902,2.6193433e-05,0.00018359897,4.3541886e-06,3.114447e-05,4.8474623e-05,7.187887e-05,0.0006352713
16619.225,14449.469,0.1870332,0.22011133,0.00017995921,6.7546375e-07,0.002983733,4.4448066e-06,0.0,0.0,0.00026719127,0.0002757801,0.00027196037,0.0012229228,6.4364125e-05,0.00057313463,0.00067096343,0.00029512096,0.0018484945,0.0002525766,0.0008220586,6.360555e-05,1.8082447e-07,8.3080886e-05,8.420802e-06,0.0001657178,5.295766e-05,7.1747025e-05,2.751654e-05,1.6656169e-07,7.030967e-08,0.00046599357,2.017277e-07,0.00016691908,0.0009583996,0.0019364724,6.970239e-06,0.0009616204,0.0010829823,0.00029133554
30501.648,28396.066,0.08543286,0.35052052,1.0166664e-06,8.058173e-08,2.7455419e-05,2.1845262e-06,0.0,0.0,0.0002917469,0.00026700273,7.64506e-07,0.0005746464,0.0006184672,9.595486e-05,0.0003628615,0.0005335593,0.00016266927,0.00010165399,0.00030487278,8.459078e-06,0.00010909883,2.77422e-05,8.430865e-05,0.0005582886,0.00015608789,0.000864689,0.00086812844,2.4975838e-05,0.00013044314,4.552952e-09,2.4588546e-06,1.043523e-06,0.0018559052,5.0860308e-05,2.7856373e-05,0.000107276755,4.2949623e-06,0.00011356718
16679.729,14533.932,0.026547626,0.37253326,0.00013745014,0.00020866029,0.0008427927,0.0029892407,0.0,0.0,0.0010399536,8.183782e-06,0.0009889778,4.1790126e-06,0.00027990772,0.0004033753,5.506086e-06,0.000110006134,0.00071364647,0.00030256,0.0010315859,4.1760148e-05,2.5718564e-05,0.00041321266,0.00044704933,0.00020311444,0.00011549521,1.2488106e-06,0.00040278694,2.384822e-06,0.0009505407,9.62365e-05,0.0013319252,0.00053644006,0.0013203778,0.0005945733,3.2023374e-05,2.0024225e-05,0.0015881615,0.00035752117
16656.605,15068.509,0.12724264,0.06871368,0.0001407513,0.00010708861,0.0007775803,0.0017067692,0.0,0.0,3.3338045e-05,0.000515216,7.507784e-05,0.00039470135,1.248236e-05,0.00017346974,0.0010808429,1.7811416e-09,0.0011324704,3.9535145e-05,9.063392e-05,0.00019558825,6.4995305e-08,0.0003206995,3.5857847e-06,0.0002324328,1.8867224e-06,0.00015088054,7.589006e-05,0.000384295,0.00020160049,0.00022819571,0.00028956396,0.0004319398,2.2231936e-05,0.00027209136,0.0014188346,0.00022578822,5.2977673e-05,9.789512e-05
25467.982,18565.932,0.031629294,0.3695742,5.0716386e-05,0.00022502613,0.0005725819,0.0046483744,0.0,0.0,4.4767203e-05,0.0008470565,0.0010370848,0.00068912935,0.00037049,4.7268536e-06,0.0010040574,0.0005619172,0.00039639755,0.00042711975,3.926665e-06,9.094797e-05,3.4937937e-05,0.00015788399,0.00089050573,7.202559e-05,0.000326698,0.00074459985,0.00023083536,0.00011370994,0.0007787329,0.000522539,0.0006748295,0.0017963985,2.5137313e-05,3.9192284e-07,1.5079428e-05,3.166822e-05,4.552049e-06,0.00026740253
6988.574,6357.0415,0.0755924,0.46423852,0.0001468342,1.06514676e-07,0.00043155256,5.1633356e-07,0.0,0.0,0.0003354516,4.678411e-05,2.3015666e-05,0.0005715979,2.7611386e-05,0.00065073394,0.0011245996,4.7438738e-05,0.00017075475,0.0010681171,0.0002587365,8.47622e-06,0.00025151263,0.0010557183,2.1382875e-05,2.5915237e-05,7.089715e-05,8.442653e-05,2.768029e-05,0.00033404923,0.00034967027,3.363292e-06,1.5386384e-05,0.0002526787,0.000246699,0.0019020732,0.00079512736,6.3071852e-06,0.000106049716,0.00033417522
7824.7676,4933.0747,0.10640827,0.7227377,1.4014573e-06,7.683273e-05,4.7713847e-06,0.0005235992,0.0,0.0,7.1592035e-06,0.00014280401,5.5420653e-05,0.00032729818,0.0012009128,5.5105266e-07,2.6771013e-06,7.757523e-08,1.6814e-06,0.0013228653,0.00016964746,0.00012719934,2.8171712e-06,0.00032384752,0.00044263262,0.0005683633,1.3762303e-06,0.00086765975,0.00011816687,7.0161535e-05,0.00089423603,3.367158e-07,0.0012333451,0.00011914031,2.017163e-06,6.326513e-06,0.00049233995,6.008139e-05,5.369616e-05,0.0003226851
15719.032,14776.367,0.17610228,0.65672946,1.101872e-05,9.4638e-05,6.693435e-05,0.00025003913,0.0,0.0,0.0009276841,0.00030734044,0.00023903612,8.047225e-05,0.00017549685,0.0007065065,4.715065e-05,0.0015657119,0.00012224223,0.00012761766,0.00058896217,3.2787138e-06,1.0440191e-06,1.8385317e-05,0.00043985253,5.5920314e-05,7.7048264e-07,2.3266844e-06,4.4758362e-06,8.895141e-05,0.0001386681,0.000107252104,7.5397664e-05,0.00013186707,3.9147766e-05,0.0006972999,8.90277e-05,0.00021331153,2.8143058e-05,0.00030040214
11995.674,9693.525,0.10377385,0.7087656,1.6479578e-06,1.4694805e-06,1.3027749e-05,9.105395e-06,0.0,0.0,5.373888e-05,0.00018288172,1.8476105e-05,9.490528e-05,3.1516032e-05,0.00025777184,7.967771e-06,0.000101952886,0.0009800411,3.5159865e-05,0.0016403432,3.9989254e-06,0.00010265267,7.442493e-05,4.135057e-05,3.502442e-05,0.000461036,0.00017010696,0.0005060421,5.7695124e-06,2.6342012e-05,4.1248074e-07,4.389913e-05,1.7909868e-05,0.00033932246,2.0203472e-05,0.00021450815,0.00046943966,0.00035138323,2.6690175e-05
26596.86,24218.385,0.14342916,0.008363682,0.00034129052,2.0829666e-05,0.0022496828,0.00054864684,0.0,0.0,1.7049577e-05,0.00015642667,0.00026852253,5.4572833e-05,0.00016244315,0.00010266528,3.827122e-07,6.341282e-05,0.00013672787,8.5496895e-06,2.1307887e-06,0.00068856013,0.00021990742,8.5460075e-09,0.0011027798,0.0002838175,5.441123e-05,0.0001382299,6.32813e-05,0.0005519823,9.611861e-05,3.8164657e-08,0.0001559311,6.4338697e-06,0.00012811396,3.778287e-05,2.5904916e-07,0.00015375247,5.5075954e-05,1.5736814e-05
12774.235,9860.188,0.1986352,0.2176674,1.2296548e-06,0.00059508893,1.353052e-05,0.006025497,0.0,0.0,0.0004924291,0.00037542457,1.1858237e-05,0.0003255833,1.7498836e-05,0.0016968906,0.0003794039,0.0013786288,0.00067259354,4.8956423e-07,7.711529e-05,8.037461e-05,5.710761e-05,0.0011669435,0.0012971312,0.00045509456,4.3018263e-05,6.979214e-07,4.3527074e-05,0.002121829,0.0020819183,0.00011477924,0.0014817709,0.00019696589,1.1851834e-05,7.877523e-05,0.0013580673,2.7131097e-07,0.00035386643,9.015841e-06
9439.117,7971.8965,0.034982935,0.6616843,9.762968e-05,3.4145294e-05,0.00076594757,0.0003113006,0.0,0.0,8.901686e-06,0.00027042447,4.7835747e-05,0.00087540026,5.698958e-05,2.3188326e-05,0.00022277037,0.00017168206,8.401986e-07,0.00010680396,0.0012940388,9.276689e-06,2.996362e-08,6.1482104e-05,2.3038205e-05,6.037492e-05,2.3959463e-05,7.769708e-05,2.3925397e-06,0.000104337065,6.2414136e-07,1.2453388e-06,1.1051236e-05,1.9586535e-06,4.5698056e-07,3.1955762e-05,0.0001745063,0.00023941859,0.0006905497,0.0001235582
53071.176,42458.695,0.06219899,0.48398936,3.7726447e-06,0.00080072915,0.00010588263,0.034067515,0.0,0.0,0.00025525186,2.6638215e-06,0.00037042605,0.00045655906,0.00031026074,0.00040579366,5.7453944e-05,0.00050928467,0.00018120457,0.0012321435,1.3382416e-10,5.779007e-07,6.0211085e-05,0.0008365765,0.0002941284,0.0006091963,4.8443176e-06,8.694776e-05,0.0001742053,3.2024288e-06,9.760205e-05,0.00050176156,0.0011960284,0.000161818,3.085396e-05,0.0014173792,6.0170412e-05,0.00027608423,0.0002351724,0.00028028496
