0,1,2,3,4,5,6,7,8,9
30223.105,20159.96,0.052253403,0.657532,6.43724e-06,5.5395734e-08,0.00010483689,7.092765e-07,0.0,0.0
20648.023,13276.847,0.017184353,0.07515862,0.0011454618,4.9927447e-05,0.021053052,0.0002208608,0.0,0.0
33088.684,27997.979,0.03089761,0.38080516,0.0003173066,0.00012939016,0.0034338825,0.0021674794,0.0,0.0
55946.516,48835.883,0.07529177,0.8152385,0.00035896324,0.00012563884,0.017287236,0.002399881,0.0,0.0
19493.6,11991.161,0.16447534,0.4396328,5.9439635e-06,3.3529495e-06,7.69599e-05,2.6991655e-05,0.0,0.0
19493.791,18726.701,0.12013847,1.0113544,0.0013083137,6.0355307e-09,0.0029479617,2.1556426e-08,0.0,0.0
57864.605,36044.973,0.108718336,0.5670047,0.0004262292,0.0001319654,0.018124886,0.0036725595,0.0,0.0
35553.516,28791.729,0.06656586,0.32572657,0.00019245915,6.7016927e-06,0.0008824462,0.00023256535,0.0,0.0
16926.723,14792.101,0.18931693,0.22323957,0.000182702,6.843208e-07,0.0030143622,4.545111e-06,0.0,0.0
31066.008,29069.404,0.08647601,0.35550216,1.0321615e-06,8.163836e-08,2.7737258e-05,2.2338238e-06,0.0,0.0
16988.348,14878.566,0.026871778,0.37782776,0.00013954504,0.00021139636,0.00085144426,0.003056698,0.0,0.0
16964.795,15425.819,0.12879631,0.06969025,0.00014289652,0.00010849281,0.00078556244,0.0017452853,0.0,0.0
25939.207,19006.174,0.032015495,0.37482664,5.148936e-05,0.0002279768,0.00057845964,0.004753273,0.0,0.0
7117.881,6507.782,0.0765154,0.47083634,0.00014907212,1.07911355e-07,0.0004359826,5.279855e-07,0.0,0.0
7969.546,5050.05,0.10770754,0.7330094,1.4228171e-06,7.78402e-05,4.8203647e-06,0.00053541514,0.0,0.0
16009.875,15126.75,0.17825253,0.666063,1.1186658e-05,9.5878946e-05,6.7621455e-05,0.0002556817,0.0,0.0
12217.625,9923.382,0.10504095,0.7188387,1.6730745e-06,1.4887491e-06,1.3161484e-05,9.310874e-06,0.0,0.0
27088.97,24792.66,0.14518046,0.0084825475,0.0003464922,2.1102796e-05,0.0022727766,0.00056102796,0.0,0.0
13010.592,10093.997,0.2010606,0.22076091,1.2483962e-06,0.0006028921,1.3669415e-05,0.0061614723,0.0,0.0
9613.766,8160.929,0.035410084,0.6710882,9.911767e-05,3.4593028e-05,0.0007738103,0.00031832562,0.0,0.0
54053.13,43465.492,0.06295846,0.49086788,3.830144e-06,0.00081122876,0.00010696955,0.034836307,0.0,0.0
19591.826,17289.693,0.086006954,0.0053889914,1.0333633e-06,6.854657e-06,1.7158527e-05,0.000118099706,0.0,0.0
23361.635,14817.052,0.09124807,0.8159282,1.1705447e-05,1.1940325e-05,8.614529e-05,0.0002034212,0.0,0.0
9542.25,5974.596,0.08916965,0.78379285,6.1008122e-05,9.526085e-05,6.586953e-05,0.0007066483,0.0,0.0
16182.794,11286.667,0.1846738,0.5562134,5.0777697e-05,2.4370148e-10,0.0005276984,2.2310704e-09,0.0,0.0
23977.88,15921.462,0.14744481,0.06740791,8.068957e-05,9.93086e-05,0.00096806104,0.0021988654,0.0,0.0
11245.658,10526.401,0.1270344,0.7774089,3.721766e-05,8.9180096e-05,0.00024962425,0.0008373607,0.0,0.0
28106.393,19303.373,0.06962065,0.5920094,5.74209e-05,2.5351612e-05,0.0014339592,0.0006069132,0.0,0.0
15645.683,15266.975,0.16855343,0.7930733,1.2189543e-05,1.5189652e-05,0.00018128795,0.00016620317,0.0,0.0
18832.084,13780.2705,0.1937993,0.76243097,2.4721585e-05,0.000103802064,0.00030521536,0.00072475185,0.0,0.0
15635.661,10516.982,0.16805492,0.81441444,0.0006040697,8.865392e-05,0.0072684307,0.00018141771,0.0,0.0
68165.945,61669.016,0.010423103,0.52537006,0.0004469625,1.3752482e-05,0.0052220444,0.0008752105,0.0,0.0
22253.068,19018.773,0.13251479,0.14231883,6.762172e-05,0.0010432479,0.0003596788,0.014436726,0.0,0.0
11893.02,9435.35,0.019956456,0.68069607,1.3591787e-06,0.00022119578,1.2001079e-05,0.0009602322,0.0,0.0
36748.785,29957.123,0.05966511,0.6292921,6.5662374e-05,6.8255744e-05,0.0011510315,0.00058221177,0.0,0.0
10784.092,9465.885,0.021569889,0.7528022,1.0885624e-05,8.214347e-06,5.7504018e-05,7.43176e-05,0.0,0.0
25429.154,17554.406,0.12624401,0.17229538,7.861179e-06,0.00012896243,7.377761e-05,0.002771717,0.0,0.0
6922.494,6809.0527,0.14216705,0.19774622,0.00011294663,6.818212e-05,0.00049395754,0.0003896545,0.0,0.0
10111.432,9862.54,0.03214036,0.90306413,0.00015016498,3.525217e-07,0.00039557114,2.4040637e-06,0.0,0.0
25246.688,21496.467,0.083941974,0.7606366,0.0001611458,1.2872927e-05,0.0026402345,0.00013830235,0.0,0.0
34940.906,23734.766,0.097865485,0.9211364,2.4778112e-07,0.00037864276,2.1689852e-06,0.0048990967,0.0,0.0
24863.459,21454.13,0.081098355,0.7694983,0.00018526586,8.8926106e-07,0.0007085746,2.3598016e-06,0.0,0.0
20930.12,13199.471,0.033397626,0.6056422,0.00031626027,7.929334e-05,0.0025695849,0.0013983801,0.0,0.0
18726.057,11512.343,0.090694115,0.6634293,7.191791e-05,0.00029832328,0.00040529875,0.0009892457,0.0,0.0
9239.29,6481.264,0.15458862,0.90176433,9.1635775e-05,0.0010260902,0.0007445517,0.0062728366,0.0,0.0
14565.732,11357.849,0.023778293,0.58703285,0.00016565254,3.5802227e-06,0.0003523336,2.8612983e-05,0.0,0.0
17016.695,15905.512,0.025542317,0.64137894,0.000107221356,3.212832e-05,0.00046161553,0.00031100144,0.0,0.0
42302.727,37260.527,0.0783517,0.15870059,0.00012931766,4.3110178e-09,0.0031739885,1.6880533e-07,0.0,0.0
27570.578,24447.969,0.19123475,0.48065665,0.00034658928,5.249586e-05,0.004975768,0.00018424205,0.0,0.0
7789.324,5963.379,0.13870196,0.72657865,1.5480744e-05,0.00027481865,1.6643164e-05,0.0016887283,0.0,0.0
27249.32,20033.613,0.14064388,0.27479336,9.774277e-05,3.708671e-05,0.00027720744,0.00014706569,0.0,0.0
17805.883,13261.556,0.07972653,0.20512864,3.7666357e-06,1.2066258e-05,6.4823456e-05,2.8602735e-05,0.0,0.0
14945.721,14651.225,0.124294914,0.31828696,1.5767751e-05,9.991185e-05,0.00015954876,0.0007204242,0.0,0.0
32381.395,20024.283,0.012070532,0.24493288,0.00019665822,3.9417337e-05,0.002668289,0.00019829469,0.0,0.0
41644.86,38905.727,0.13245605,0.217967,7.086919e-06,1.4391944e-07,0.00015092028,4.8123893e-06,0.0,0.0
39226.254,32325.986,0.1857654,0.4308889,0.00026129064,6.758505e-05,0.0034036878,0.0015148829,0.0,0.0
13558.962,10448.476,0.12793219,0.92074084,0.00024058553,9.789846e-06,0.0013079557,1.6592408e-05,0.0,0.0
18635.172,16400.38,0.17815176,0.514266,2.054001e-05,3.3933559e-06,0.0002558487,8.550866e-06,0.0,0.0
27366.955,21591.14,0.14935656,0.19059113,9.126219e-05,3.4681998e-05,0.002182814,0.0006127048,0.0,0.0
40282.023,37730.87,0.03330789,0.078065604,4.469133e-05,9.530944e-05,0.00046736698,0.003140772,0.0,0.0
16828.498,15938.043,0.18368188,0.70605,0.0008191954,0.00045043472,0.01153389,0.003711019,0.0,0.0
20069.13,15335.681,0.02290058,0.38823915,6.303226e-06,2.6770706e-05,2.5880594e-05,0.00031898913,0.0,0.0
11551.061,8187.412,0.112814695,0.8335109,0.00018383304,0.00019202603,0.0006089018,0.001802131,0.0,0.0
10944.688,9076.579,0.037457906,0.66888386,0.00018151227,0.00028106128,0.00025903434,0.00197982,0.0,0.0
36528.535,34758.383,0.012373517,0.80755776,6.159931e-05,8.52956e-05,0.000498451,0.00093335356,0.0,0.0
50618.758,34599.453,0.09128771,0.275811,6.121487e-05,0.0013158026,0.0028020968,0.043018274,0.0,0.0
21485.367,18069.352,0.06686432,0.7021988,0.00048193597,2.0137597e-05,0.0051948423,0.00028532423,0.0,0.0
40964.18,34585.63,0.10358969,0.26781487,1.494158e-06,6.68205e-05,1.01600635e-05,0.0020634648,0.0,0.0
27870.252,24611.58,0.121129155,0.95241463,2.4319945e-05,6.176091e-07,0.00063822506,1.1237541e-05,0.0,0.0
15233.644,9952.453,0.018534,0.6454185,0.0004958318,0.00012195724,0.0065760533,0.0017901583,0.0,0.0
27866.23,24424.025,0.03377809,0.3291238,8.610121e-06,1.635955e-05,0.0001826621,0.0001253942,0.0,0.0
56452.53,53645.06,0.11756018,0.2733422,9.686235e-05,0.00043425063,0.005022597,0.02322444,0.0,0.0
21956.924,14748.422,0.07612003,0.19364005,5.5799474e-06,0.00044353702,3.568549e-05,0.005641075,0.0,0.0
57360.99,39796.9,0.1503567,0.70451325,0.00018789367,6.1120863e-06,0.008979365,0.00024486094,0.0,0.0
4658.676,4537.957,0.1355708,0.22182402,0.0008795878,1.9489242e-11,0.0028865312,1.7051941e-11,0.0,0.0
36734.625,24692.725,0.17274868,0.60376376,2.3027678e-05,3.111766e-07,0.0007295986,5.0128606e-06,0.0,0.0
23636.84,21967.988,0.14330229,0.26839605,9.976151e-07,2.4327409e-18,1.8827634e-05,4.5156898e-17,0.0,0.0
18749.627,14832.671,0.09280642,0.67137694,1.1708755e-05,0.0005102222,8.833683e-05,0.006979613,0.0,0.0
23703.783,16533.328,0.139547,0.82652175,1.0479423e-05,2.5647734e-05,0.00019341713,8.201208e-05,0.0,0.0
6807.5815,6369.49,0.063083395,0.78908265,0.0004137897,4.793469e-05,0.0009253118,0.0001914205,0.0,0.0
19663.717,15203.015,0.069032304,0.7716646,3.838463e-06,1.0233267e-05,2.9182956e-05,3.578459e-05,0.0,0.0
27794.71,22227.44,0.16185968,0.19039033,0.0005046586,0.000344781,0.002701369,0.009461385,0.0,0.0
54451.73,40309.312,0.095977485,0.08964109,5.8490932e-05,7.111132e-06,0.0029299248,0.00034825786,0.0,0.0
16438.334,13636.305,0.16366656,0.70888233,2.0710368e-05,1.9739065e-05,0.000120376564,3.825632e-05,0.0,0.0
13811.23,9191.732,0.16829033,0.3735822,0.000307526,5.2378516e-07,0.0023593633,6.2569757e-06,0.0,0.0
16602.014,12492.023,0.17504844,0.43849078,5.1737068e-05,0.00013608768,0.00037948694,0.0020766295,0.0,0.0
38854.332,37818.086,0.18640934,0.031591788,5.1607625e-05,0.0001520521,0.0018884492,0.0024483914,0.0,0.0
27325.734,19173.418,0.09300916,0.26326558,1.6124383e-06,7.994993e-05,1.728592e-05,0.0016184632,0.0,0.0
