0,1,2,3,4,5,6,7,8,9
29674.06,19692.992,0.04871363,0.6465228,-0.00015483193,0.00088898005,0.00034986465,-0.0012921324,0.000787253,-8.431456e-05
20272.92,12969.3125,0.016708802,0.0737018,0.0002655866,0.00044844858,0.020128043,-0.0009668215,-0.0013189554,-0.0014069508
32487.58,27349.459,0.030887142,0.37482405,0.001386364,0.0006916118,0.0041170185,0.0022966003,-0.00013767145,0.001440528
54930.164,47704.69,0.07583547,0.8028732,-0.00017822292,0.00076752884,0.017429052,0.0027475904,0.0005244176,-0.00032305482
19139.473,11713.408,0.16259152,0.43512005,-0.00108081,-0.0001409031,-0.0004225725,-0.00028476797,0.00028428165,-8.9487e-05
19139.658,18292.932,0.11895841,0.99608195,0.0022496628,0.0016158064,0.0023345998,-0.00077787356,0.0012509419,0.0014702317
56813.41,35210.06,0.10727062,0.5584856,-4.70549e-05,-0.0002722485,0.017869927,0.006023528,-0.0017948371,0.00025307728
34907.633,28124.822,0.066077664,0.3218605,0.00189577,-0.00069942354,0.00091986585,0.001758785,0.0006179147,0.0008740385
16619.225,14449.47,0.18636271,0.2206951,-8.9681984e-05,0.0003287871,0.004275627,-0.0005459909,-0.0008289934,-2.728928e-05
30501.648,28396.066,0.084797576,0.35073826,0.00025642896,7.55505e-05,-0.00039952656,0.0009086424,0.00029453458,-0.00046094152
16679.729,14533.931,0.025228048,0.3722849,6.169653e-05,0.0008840988,0.0023741731,0.003094483,0.0010357873,-0.0020180475
16656.604,15068.509,0.12810749,0.06891512,-0.00019450858,-7.075476e-05,0.00079520984,0.003241246,-0.00020651634,0.0003890627
25467.982,18565.932,0.03035551,0.36830828,-0.00076555664,-0.0010362224,0.00044746464,0.004283844,0.00046989135,-0.0009776014
6988.5737,6357.0425,0.077196866,0.46453568,0.00017488388,-0.00088990567,0.0013778033,1.7512317e-05,-0.0004338569,0.0014660913
7824.767,4933.075,0.10629211,0.7220134,0.0017533271,0.0010679945,0.003161938,0.00044603914,-0.0010579922,0.0005252715
15719.032,14776.368,0.17647323,0.6575802,0.00014013762,0.0012623704,0.00043936996,0.0014234792,-0.00029670488,0.0007037282
11995.673,9693.526,0.10372798,0.70843893,-0.0006923935,0.0004965231,-0.00051349925,0.00072924374,-0.0013389672,-0.00035561452
26596.86,24218.383,0.14363489,0.0070054214,-0.0024603384,0.0024209747,0.0026416657,0.0007055886,0.0017282482,0.00052097515
12774.236,9860.188,0.19725719,0.2177189,-0.0012135999,0.0010918713,-7.078769e-05,0.0060080756,-0.0011183472,0.0006311072
9439.117,7971.8965,0.035684723,0.6625517,0.0011790262,-0.00059804064,0.0009119824,0.0011012044,0.0010478704,0.0010856973
53071.176,42458.695,0.06086207,0.48416448,0.00020500866,0.0022518341,-0.0012961176,0.03401677,0.00046697704,-0.00035205384
19235.912,16889.209,0.08489439,0.006009077,0.00026487687,-9.59648e-05,0.00016734013,6.278951e-05,0.00029328134,-0.0012844492
22937.236,14473.843,0.09000658,0.8044393,-0.000640227,-0.00077487936,-0.0013578257,-0.0012679845,-0.00023575443,-0.0002797803
9368.9,5836.206,0.08826356,0.771702,0.00023446114,-0.00022745016,-0.0013488655,0.00080844853,0.000108134285,0.0004501574
15888.809,11025.231,0.1837883,0.5472481,0.0020764503,0.0012565139,-0.0006395998,-0.0017426953,0.00046462278,0.0008759661
23542.285,15552.672,0.147613,0.06700723,-0.000497813,0.000120325785,9.806815e-05,0.002018187,0.00023290541,0.00022159898
11041.365,10282.577,0.12708412,0.7653641,0.00068140303,-0.0010229924,-0.0015415588,0.00010339485,-0.00052170316,-0.0012215013
27595.799,18856.246,0.065774456,0.5846892,-0.00035561534,-7.220141e-05,0.00070058677,0.0016062632,0.00048163152,0.00030786384
15361.457,14913.345,0.16732727,0.78250283,-0.00087531185,0.00012749045,0.0012476475,0.0011698152,-0.0006755432,0.0004161518
18489.973,13461.075,0.19098406,0.7537804,0.00051929336,-0.00024219978,-0.000697816,-0.0009854196,-0.0005687599,0.0028097753
15351.616,10273.376,0.16723034,0.8035989,0.0011459057,0.0008848507,0.008516653,-0.00033995838,0.0012893598,-0.0009579933
66927.61,60240.566,0.010269452,0.5172509,-0.00037062392,-0.001630905,0.00581241,0.0016565335,-0.0011879458,2.9890643e-05
21848.81,18578.238,0.12846477,0.14130406,0.0004455643,0.0018337251,0.001782397,0.012580413,0.00053215906,0.0013240462
11676.967,9216.797,0.018557208,0.67106426,-0.0010502393,0.00028835298,0.00063570286,0.0016285956,0.000765148,-0.0009965696
36081.19,29263.22,0.05929258,0.621344,0.0013961717,0.00040701946,0.00093831355,-0.0010455674,0.00028572732,-0.0010248034
10588.183,9246.622,0.021831313,0.7443768,-0.000115131326,0.0009753669,0.0014134126,-0.0006632897,-0.0002847312,5.7486523e-05
24967.195,17147.791,0.124568336,0.16867647,0.0010730186,-0.0004825145,0.0004499494,0.0026001157,0.00075346313,-0.00040341477
6796.7344,6651.3335,0.14051796,0.19477445,-0.00024678442,-0.0017579842,-0.0013496152,-0.0008676388,0.0001870646,-0.00024862096
9927.742,9634.093,0.031592943,0.8911748,0.0003382333,-0.0020025414,-6.0590566e-05,-6.6009216e-06,0.00060251186,-0.0007811213
24788.045,20998.541,0.08197788,0.74770886,0.00011684802,-0.0004006096,0.002298471,-0.0009541207,0.0013271674,-0.0006658784
34306.152,23184.994,0.09859683,0.9076423,0.000534008,1.6177044e-05,-0.00027778756,0.0061247954,-0.00034490164,-0.0003491386
24411.777,20957.186,0.08133748,0.7579449,-0.00013750386,0.0010466601,0.0015579893,-0.0008414955,0.00039042233,0.0014653588
20549.893,12893.73,0.03453165,0.59685326,0.00081445905,0.0007080746,0.0041024704,0.00043780293,0.00014404184,0.00019582878
18385.871,11245.681,0.089565806,0.65436935,4.475403e-05,0.0017077557,0.0009223374,0.00032091117,-0.00087895046,0.0012353867
9071.444,6331.1377,0.15136258,0.8884787,-0.001445367,0.0012299737,0.00018477277,0.00641722,-0.0018036771,0.0010366767
14301.127,11094.766,0.023481235,0.5788835,-0.0017265717,-6.6303124e-05,-0.00177699,-0.0011607214,-0.0008583765,-0.002333727
16707.562,15537.092,0.02407243,0.63242394,0.0010021398,0.0007521674,0.0006750726,0.0014203637,-0.0007501368,-0.0013122483
41534.234,36397.457,0.07799432,0.15653431,0.0011800609,0.00063917245,0.0026780027,-0.0012676365,0.0012440123,-0.00077941595
27069.717,23881.678,0.18868548,0.47379178,0.0011699517,-0.0023287085,0.0056620226,-0.00020693771,0.0003161871,0.000458094
7647.8213,5825.2485,0.13642064,0.717526,0.00038166114,-0.0009791483,0.0007436632,0.0012155834,0.001306547,-0.0007502189
26754.297,19569.574,0.13807757,0.27061844,7.7450684e-05,-5.9033606e-05,0.0015807176,-0.0010498343,-0.00069764105,0.001085173
17482.412,12954.375,0.07718249,0.20206173,-0.00049257546,-0.0008583015,0.0011846601,0.000548472,-0.0008295348,-0.0004987861
14674.209,14311.857,0.121696495,0.31406197,0.00024651465,-0.00011248962,0.00088436034,0.0017102482,5.060083e-05,0.00080795406
31793.14,19560.455,0.012717662,0.24258018,-0.00033657724,0.0008760279,0.0006828732,-0.00065089454,0.0020691808,-0.00050938927
40888.32,38004.547,0.13051078,0.21514069,0.0011539807,0.0032043855,4.1698207e-05,0.001353798,-0.0010215177,-0.00020610505
38513.652,31577.215,0.18470955,0.424406,-0.0009782658,0.0011724619,0.0028118787,0.0008469926,-0.0022076094,-0.0003682347
13312.6455,10206.456,0.1260134,0.9100684,0.0010127082,-0.0012941011,0.0025886777,3.828876e-05,0.001126629,-0.0015833821
18296.637,16020.495,0.17462236,0.50629085,0.0023041028,-0.00011586128,0.0018305898,-0.00025191862,0.0003214179,0.000583117
26869.797,21091.02,0.14792776,0.18742348,-0.0009859076,-0.0002266719,0.0010119156,0.00037340197,-0.0008864701,-0.0014291091
39550.242,36856.906,0.031786162,0.07808442,0.00091835164,-0.00044052507,-0.0018874045,0.0027408015,0.001966169,-0.00016546731
16522.781,15568.868,0.1804243,0.69586974,0.001081265,0.0007762053,0.01056174,0.0039668046,-0.00040633784,-0.00026863694
19704.545,14980.458,0.021612203,0.38035226,0.0018735474,-0.0006685282,0.00076301774,-0.00047575857,0.00079165224,0.00055750355
11341.219,7997.7637,0.11276771,0.8229231,0.0012983251,0.0006774151,0.00061134953,0.0019455208,-0.0015806583,0.00024276758
10745.863,8866.336,0.036501434,0.65834856,0.0011912194,0.0002657544,-0.0011176113,0.00044194655,-0.0007838587,0.000787153
35864.94,33953.27,0.010969207,0.7973334,7.495341e-05,0.00085863634,0.0013436215,0.00095399393,-0.0016917872,0.0007331194
49699.195,33798.02,0.09121774,0.27075014,0.0020313787,0.00039328332,0.002916658,0.043052845,-0.00058600126,-0.0006544067
21095.053,17650.809,0.06508259,0.6921671,0.0008162146,0.0008347621,0.0044065765,0.0012774207,0.00043376777,0.0011348171
40220.004,33784.516,0.102137096,0.26368588,-0.00029449147,0.0002800421,-0.0020731026,0.0015553758,-0.001091398,0.0006414611
27363.947,24041.498,0.12042311,0.93940634,0.00046255335,-0.00023001841,0.00021451441,0.00023605442,0.00036493698,0.0003545703
14956.901,9721.924,0.017402792,0.6359822,-0.0003389226,0.0018263451,0.0053531514,0.0023853742,-0.00051133026,-0.0003551271
27360.0,23858.29,0.034231618,0.32381967,0.0005726899,0.00029327846,-0.0019024373,0.0019061678,-0.000105120416,-0.0007352806
55426.99,52402.47,0.1168514,0.27001315,-0.000699766,0.0016873614,0.00582169,0.022624664,-4.0754236e-05,-0.0005133661
21558.043,14406.805,0.07463193,0.19065031,-0.0006390218,0.00017354527,-0.0016162292,0.0053015943,-0.0003595469,-5.670647e-05
56318.94,38875.08,0.14987564,0.6948686,9.0711255e-06,-0.0018023181,0.008685099,0.00071158493,0.00045964136,0.0011008678
4574.0415,4432.843,0.13233182,0.2199673,0.00062721496,0.0011445828,0.0022615157,0.00048848346,-0.00092329056,-0.001633928
36067.285,24120.764,0.1712432,0.59550196,-0.0007522428,-0.00023104003,0.00115576,-0.00078036706,0.0003748556,-0.00065666914
23207.44,21459.14,0.14004935,0.26494348,0.0017766859,0.0011674905,-0.0011382299,0.00020751743,-0.001097125,-0.0008240657
18409.012,14489.098,0.09180198,0.6616772,-0.0006824697,0.00063967163,0.0015953233,0.006479602,-0.0004665708,-0.00026348
23273.17,16150.365,0.13865754,0.8161238,2.5531604e-05,0.00034009648,-5.9785147e-05,-0.00012793615,0.00072825677,0.0017241001
6683.9106,6221.953,0.061034422,0.77815044,0.0006389929,0.00068994943,0.0010918063,-0.00094613066,0.0004569712,-0.0011684622
19306.496,14850.864,0.06955231,0.76186496,0.0009903971,-0.00015465838,4.437229e-05,-0.0016299876,0.0022708294,0.00015473206
27289.78,21712.582,0.16070986,0.18748024,0.0017433742,0.0019951174,0.00468698,0.009697645,0.0011110017,0.000101374244
53462.535,39375.62,0.09454368,0.08924594,-0.001655243,-0.001444435,0.0055845752,-0.00033152627,-0.00150328,0.0002423611
16139.71,13320.446,0.16274306,0.6973129,-0.00020708771,0.00042827672,0.000695001,0.001959693,0.00078526157,0.0019023533
13560.329,8978.824,0.16559741,0.36794314,0.0014106475,-0.00051895657,0.0032736168,0.00044493354,0.0025416417,-0.00014981847
16300.415,12202.67,0.17355709,0.43302113,-0.0020305149,-0.00086290715,0.0024154102,0.003500612,-0.00037491272,-0.0014106944
38148.484,36942.1,0.18491253,0.030566305,0.00011266503,0.0004848921,0.001444986,0.0028863442,-0.00036306353,-0.0020273016
26829.324,18729.303,0.092205115,0.26110828,-0.00040667376,0.00018566861,-0.001358856,0.003543125,0.00084862456,-0.0015985954
